작성월	지역코드	지역명	상권코드	상권명	총건물수	1층생활시설수	2층생활시설수	문화집회시설수	종교시설수	판매시설수	의료시설수	아동노인복지시설수	수련시설수	운동시설수	숙박시설수	여가및오락시설수	총가스사용량	상업용가스사용량	총전기사용량	month	year
2024-07-01	28260	서구	10153	엠파크타워	65.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18764	0	522.988	7	2024
2024-08-01	28260	서구	10153	엠파크타워	65.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15450	0	606.611	8	2024
2024-09-01	28260	서구	10153	엠파크타워	45.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	16.45	9	2024
2024-10-01	28260	서구	10153	엠파크타워	45.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	25.918	10	2024
2022-07-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	278000	269787	605.339	7	2022
2022-08-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	298702	288889	627.805	8	2022
2022-10-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	281337	258777	516.048	10	2022
2022-10-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	281337	258777	516.048	10	2022
2022-11-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	403986	360748	508.5	11	2022
2022-12-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	463814	398131	683.571	12	2022
2023-01-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	597996	505045	761.154	1	2023
2023-03-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	405532	348098	499.279	3	2023
2023-06-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	327866	287979	587.684	6	2023
2023-07-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	315168	278743	723.893	7	2023
2023-08-01	28260	서구	10159	완정역	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98252	202	14.489	8	2023
2023-09-01	28260	서구	10159	완정역	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101190	106	13.116	9	2023
2023-11-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	341948	290461	543.023	11	2023
2024-03-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	482729	400608	659.211	3	2024
2024-04-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	499600	428485	574.967	4	2024
2024-05-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	392552	345044	531.988	5	2024
2024-06-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	326095	288799	657.197	6	2024
2024-07-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	367005	330440	837.385	7	2024
2024-08-01	28260	서구	10159	완정역	53.0	10.0	35.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	291484	263496	1046.08	8	2024
2024-09-01	28260	서구	10159	완정역	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122290	201	227.858	9	2024
2024-10-01	28260	서구	10159	완정역	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139857	118	157.469	10	2024
2022-07-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	540702	415785	2087.481	7	2022
2022-08-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	521389	394150	2206.361	8	2022
2022-10-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	527699	401048	1647.823	10	2022
2022-10-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	527699	401048	1647.823	10	2022
2022-11-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	620919	477000	1486.592	11	2022
2022-12-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	636608	491581	1826.808	12	2022
2023-01-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	665228	512531	2024.803	1	2023
2023-01-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	742605	575503	1841.364	1	2023
2023-03-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	646916	508179	1592.938	3	2023
2023-03-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	663196	517411	1572.683	3	2023
2023-06-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	553865	427702	1905.475	6	2023
2023-07-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	515224	396741	2285.086	7	2023
2023-08-01	28260	서구	10346	청라 커널웨이  수변공원	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	8	2023
2023-09-01	28260	서구	10346	청라 커널웨이  수변공원	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	9	2023
2023-11-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	491024	375535	1553.479	11	2023
2023-12-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	607764	477826	1738.177	12	2023
2024-01-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	721371	569080	2102.454	1	2024
2024-02-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	701915	566102	1866.987	2	2024
2024-03-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	539285	415751	1677.542	3	2024
2024-04-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	660999	513094	1570.357	4	2024
2024-05-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	575194	440127	1632.101	5	2024
2024-07-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	588706	444032	2409.518	7	2024
2024-08-01	28260	서구	10346	청라 커널웨이  수변공원	16.0	6.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	484492	368784	2857.27	8	2024
2024-09-01	28260	서구	10346	청라 커널웨이  수변공원	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	9	2024
2024-10-01	28260	서구	10346	청라 커널웨이  수변공원	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	10	2024
2022-07-01	28710	강화군	10133	강화군청	341.0	153.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	152146	151069	828.035	7	2022
2022-08-01	28710	강화군	10133	강화군청	341.0	153.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	137574	136471	928.044	8	2022
2022-10-01	28710	강화군	10133	강화군청	341.0	153.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	175563	172763	628.215	10	2022
2022-10-01	28710	강화군	10133	강화군청	341.0	153.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	175563	172763	628.215	10	2022
2022-11-01	28710	강화군	10133	강화군청	341.0	153.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	314766	309053	642.812	11	2022
2022-12-01	28710	강화군	10133	강화군청	341.0	154.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	479723	461092	855.478	12	2022
2023-03-01	28710	강화군	10133	강화군청	342.0	156.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	254566	249171	650.676	3	2023
2023-03-01	28710	강화군	10133	강화군청	342.0	155.0	57.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	356553	346139	726.835	3	2023
2023-06-01	28710	강화군	10133	강화군청	342.0	155.0	58.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	143930	142147	676.82	6	2023
2023-07-01	28710	강화군	10133	강화군청	343.0	155.0	59.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	118462	117096	800.785	7	2023
2023-10-01	28710	강화군	10133	강화군청	343.0	156.0	59.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	156997	155377	594.499	10	2023
2023-11-01	28710	강화군	10133	강화군청	344.0	156.0	60.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	262948	258847	613.322	11	2023
2023-12-01	28710	강화군	10133	강화군청	344.0	156.0	60.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	442768	433243	758.615	12	2023
2024-01-01	28710	강화군	10133	강화군청	344.0	156.0	60.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	520706	507968	911.524	1	2024
2024-03-01	28710	강화군	10133	강화군청	344.0	156.0	60.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	393531	386997	710.099	3	2024
2024-04-01	28710	강화군	10133	강화군청	344.0	156.0	60.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	304693	301934	611.337	4	2024
2024-05-01	28710	강화군	10133	강화군청	344.0	156.0	60.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	161752	159702	548.202	5	2024
2024-07-01	28710	강화군	10133	강화군청	344.0	155.0	61.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	145279	144437	748.099	7	2024
2024-08-01	28710	강화군	10133	강화군청	344.0	155.0	61.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	9.0	1.0	116909	116233	927.492	8	2024
2024-09-01	28710	강화군	10133	강화군청	95.0	18.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3446	3446	130.816	9	2024
2024-10-01	28710	강화군	10133	강화군청	95.0	18.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4420	4420	95.513	10	2024
2022-07-01	29110	동구	9730	금남로4가역_1	309.0	179.0	92.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	2.0	6.0	657768	499573	2515.892	7	2022
2022-08-01	29110	동구	9730	금남로4가역_1	310.0	180.0	92.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	2.0	6.0	766022	595681	2757.673	8	2022
2022-10-01	29110	동구	9730	금남로4가역_1	310.0	180.0	93.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	361414	349247	1901.636	10	2022
2022-10-01	29110	동구	9730	금남로4가역_1	310.0	180.0	93.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	361414	349247	1901.636	10	2022
2022-11-01	29110	동구	9730	금남로4가역_1	310.0	180.0	93.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	413389	373809	1602.38	11	2022
2023-01-01	29110	동구	9730	금남로4가역_1	308.0	179.0	92.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	650530	494767	2485.355	1	2023
2023-01-01	29110	동구	9730	금남로4가역_1	308.0	179.0	92.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	779786	587124	2689.49	1	2023
2023-03-01	29110	동구	9730	금남로4가역_1	310.0	180.0	93.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	385757	369559	1525.526	3	2023
2023-03-01	29110	동구	9730	금남로4가역_1	309.0	180.0	92.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	453180	384091	1897.298	3	2023
2023-06-01	29110	동구	9730	금남로4가역_1	310.0	180.0	93.0	2.0	0.0	8.0	2.0	0.0	1.0	1.0	1.0	6.0	477954	380195	1842.141	6	2023
2023-09-01	29110	동구	9730	금남로4가역_1	294.0	61.0	128.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	7.0	225376	207132	1029.437	9	2023
2023-10-01	29110	동구	9730	금남로4가역_1	307.0	178.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	396062	394988	1697.027	10	2023
2023-11-01	29110	동구	9730	금남로4가역_1	307.0	178.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	415684	375461	1477.48	11	2023
2023-12-01	29110	동구	9730	금남로4가역_1	307.0	178.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	575762	468369	1905.681	12	2023
2024-01-01	29110	동구	9730	금남로4가역_1	307.0	178.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	638186	496398	2242.478	1	2024
2024-03-01	29110	동구	9730	금남로4가역_1	307.0	179.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	447799	407772	1787.231	3	2024
2024-04-01	29110	동구	9730	금남로4가역_1	306.0	179.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	372420	369024	1515.999	4	2024
2024-05-01	29110	동구	9730	금남로4가역_1	306.0	179.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	370667	360980	1394.656	5	2024
2024-07-01	29110	동구	9730	금남로4가역_1	306.0	179.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	494250	385808	2127.397	7	2024
2024-08-01	29110	동구	9730	금남로4가역_1	306.0	179.0	93.0	2.0	0.0	8.0	1.0	0.0	1.0	1.0	1.0	6.0	465180	347050	2599.188	8	2024
2024-09-01	29110	동구	9730	금남로4가역_1	281.0	58.0	122.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	13.0	7.0	237348	210341	1096.936	9	2024
2024-10-01	29110	동구	9730	금남로4가역_1	281.0	58.0	122.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	13.0	7.0	247854	218448	837.362	10	2024
2022-07-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	470940	170113	1422.846	7	2022
2022-10-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	237257	160527	1103.283	10	2022
2022-10-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	237257	160527	1103.283	10	2022
2022-11-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	271734	199826	1049.313	11	2022
2022-12-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	589983	359662	1298.55	12	2022
2023-01-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	425378	288277	1397.223	1	2023
2023-01-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	542860	366771	1483.647	1	2023
2023-03-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	167228	150091	1037.266	3	2023
2023-06-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	307011	155607	1161.343	6	2023
2023-07-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	364227	157264	1314.0	7	2023
2023-08-01	29110	동구	9731	금남로4가역_2	68.0	24.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1071132	1058090	1662.688	8	2023
2023-09-01	29110	동구	9731	금남로4가역_2	68.0	24.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	769785	755766	1501.862	9	2023
2023-10-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	249516	156002	1096.687	10	2023
2023-11-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	315610	216355	1108.014	11	2023
2024-01-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	618850	360535	1416.427	1	2024
2024-02-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	497773	296892	1376.219	2	2024
2024-03-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	437739	278564	1232.774	3	2024
2024-04-01	29110	동구	9731	금남로4가역_2	195.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	244601	173088	1099.604	4	2024
2024-05-01	29110	동구	9731	금남로4가역_2	196.0	47.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	274174	153444	1053.767	5	2024
2024-06-01	29110	동구	9731	금남로4가역_2	196.0	46.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	338754	149919	1183.989	6	2024
2024-07-01	29110	동구	9731	금남로4가역_2	196.0	46.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	467134	178776	1340.05	7	2024
2024-08-01	29110	동구	9731	금남로4가역_2	196.0	46.0	74.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	478046	160283	1549.154	8	2024
2024-09-01	29110	동구	9731	금남로4가역_2	63.0	22.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1005375	993459	1466.2	9	2024
2024-10-01	29110	동구	9731	금남로4가역_2	63.0	22.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	442926	427787	336.488	10	2024
2022-10-01	29110	동구	9732	금남로4가역_3	504.0	194.0	118.0	2.0	1.0	5.0	4.0	0.0	0.0	0.0	17.0	3.0	432650	332389	1745.592	10	2022
2022-10-01	29110	동구	9732	금남로4가역_3	504.0	194.0	118.0	2.0	1.0	5.0	4.0	0.0	0.0	0.0	17.0	3.0	432650	332389	1745.592	10	2022
2022-11-01	29110	동구	9732	금남로4가역_3	504.0	193.0	119.0	2.0	1.0	5.0	4.0	0.0	0.0	0.0	17.0	3.0	704595	365948	1635.971	11	2022
2023-01-01	29110	동구	9732	금남로4가역_3	505.0	193.0	120.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	1524947	590320	2210.904	1	2023
2023-01-01	29110	동구	9732	금남로4가역_3	505.0	193.0	120.0	2.0	1.0	5.0	4.0	0.0	0.0	0.0	17.0	3.0	1977673	929306	2416.519	1	2023
2023-03-01	29110	동구	9732	금남로4가역_3	503.0	192.0	119.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	724720	411955	1797.988	3	2023
2023-03-01	29110	동구	9732	금남로4가역_3	504.0	192.0	120.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	595481	292769	1687.762	3	2023
2023-06-01	29110	동구	9732	금남로4가역_3	503.0	192.0	119.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	987050	608345	2044.035	6	2023
2023-07-01	29110	동구	9732	금남로4가역_3	503.0	192.0	119.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	1146028	771447	2412.962	7	2023
2023-08-01	29110	동구	9732	금남로4가역_3	392.0	124.0	163.0	1.0	1.0	5.0	0.0	1.0	1.0	0.0	22.0	7.0	1556887	1459859	3313.783	8	2023
2023-09-01	29110	동구	9732	금남로4가역_3	392.0	124.0	163.0	1.0	1.0	5.0	0.0	1.0	1.0	0.0	22.0	7.0	1074998	986392	3051.735	9	2023
2023-12-01	29110	동구	9732	금남로4가역_3	502.0	191.0	119.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	1737708	713367	2175.034	12	2023
2024-01-01	29110	동구	9732	금남로4가역_3	502.0	191.0	119.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	2211328	826855	2408.821	1	2024
2024-04-01	29110	동구	9732	금남로4가역_3	502.0	191.0	119.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	1072593	361939	1940.75	4	2024
2024-05-01	29110	동구	9732	금남로4가역_3	502.0	191.0	119.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	765704	421653	1825.252	5	2024
2024-07-01	29110	동구	9732	금남로4가역_3	501.0	191.0	118.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	1342812	902254	2550.677	7	2024
2024-08-01	29110	동구	9732	금남로4가역_3	501.0	191.0	118.0	2.0	1.0	5.0	3.0	0.0	0.0	0.0	17.0	3.0	1425212	977621	2984.037	8	2024
2024-10-01	29110	동구	9732	금남로4가역_3	374.0	118.0	153.0	1.0	1.0	5.0	0.0	1.0	1.0	0.0	21.0	5.0	725865	597252	2426.086	10	2024
2022-07-01	29110	동구	9733	금남로4가역_4	352.0	126.0	88.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	1004481	388134	3680.597	7	2022
2022-08-01	29110	동구	9733	금남로4가역_4	352.0	126.0	88.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	1150212	428630	3800.932	8	2022
2022-10-01	29110	동구	9733	금남로4가역_4	353.0	126.0	88.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	561233	461066	2661.209	10	2022
2022-10-01	29110	동구	9733	금남로4가역_4	353.0	126.0	88.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	561233	461066	2661.209	10	2022
2022-11-01	29110	동구	9733	금남로4가역_4	353.0	126.0	89.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	724151	487231	2425.184	11	2022
2023-01-01	29110	동구	9733	금남로4가역_4	353.0	126.0	89.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	2084966	1207118	3197.168	1	2023
2023-01-01	29110	동구	9733	금남로4가역_4	352.0	127.0	88.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	4.0	1448487	808864	2843.978	1	2023
2023-03-01	29110	동구	9733	금남로4가역_4	352.0	127.0	88.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	576996	413909	2506.996	3	2023
2023-03-01	29110	동구	9733	금남로4가역_4	352.0	128.0	87.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	20.0	5.0	557329	361630	2674.392	3	2023
2023-03-01	29110	동구	9733	금남로4가역_4	352.0	127.0	88.0	1.0	1.0	4.0	4.0	2.0	0.0	0.0	19.0	5.0	836683	492538	2614.676	3	2023
2023-08-01	29110	동구	9733	금남로4가역_4	389.0	180.0	86.0	4.0	2.0	4.0	1.0	1.0	0.0	0.0	11.0	2.0	996612	385268	3253.171	8	2023
2023-09-01	29110	동구	9733	금남로4가역_4	390.0	182.0	86.0	4.0	2.0	4.0	0.0	1.0	0.0	0.0	11.0	2.0	706968	316882	2995.3	9	2023
2023-10-01	29110	동구	9733	금남로4가역_4	348.0	128.0	88.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	19.0	3.0	471808	360013	2681.937	10	2023
2023-11-01	29110	동구	9733	금남로4가역_4	348.0	128.0	88.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	19.0	3.0	872685	477164	2484.287	11	2023
2023-12-01	29110	동구	9733	금남로4가역_4	348.0	128.0	88.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	19.0	3.0	1551465	835481	2847.031	12	2023
2024-01-01	29110	동구	9733	금남로4가역_4	348.0	127.0	89.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	19.0	3.0	2042034	1129496	3068.011	1	2024
2024-02-01	29110	동구	9733	금남로4가역_4	349.0	127.0	89.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	19.0	3.0	1412547	746351	2916.018	2	2024
2024-03-01	29110	동구	9733	금남로4가역_4	349.0	127.0	90.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	19.0	3.0	1158700	610209	2726.623	3	2024
2024-05-01	29110	동구	9733	금남로4가역_4	349.0	128.0	90.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	18.0	3.0	573969	324557	2714.099	5	2024
2024-07-01	29110	동구	9733	금남로4가역_4	350.0	128.0	91.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	18.0	3.0	889249	298214	3592.99	7	2024
2024-08-01	29110	동구	9733	금남로4가역_4	350.0	128.0	91.0	1.0	1.0	4.0	3.0	2.0	0.0	0.0	18.0	3.0	951530	251167	3907.347	8	2024
