작성월	지역코드	지역명	상권코드	상권명	총건물수	1층생활시설수	2층생활시설수	문화집회시설수	종교시설수	판매시설수	의료시설수	아동노인복지시설수	수련시설수	운동시설수	숙박시설수	여가및오락시설수	총가스사용량	상업용가스사용량	총전기사용량
202409	41465	용인시 수지구	9910	상현역	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	50.423
202410	41465	용인시 수지구	9910	상현역	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	43.951
202207	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	228088	146354	1139.219
202208	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	277357	174710	1259.249
202210	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	278094	173713	868.641
202211	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	316217	196437	809.823
202301	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	350258	229000	1284.293
202303	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	247727	152470	838.022
202303	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	370785	229885	982.233
202306	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	210738	128641	963.02
202307	41465	용인시 수지구	9905	수지구청_1	55.0	8.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	253578	155696	1119.377
202309	41465	용인시 수지구	9905	수지구청_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0
202310	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	242743	145463	835.249
202311	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	242577	146614	804.085
202312	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	287941	181544	1051.107
202401	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	388939	243750	1283.322
202402	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	335807	225720	1275.885
202403	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	338084	216740	1021.636
202405	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	249471	167831	825.867
202406	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	251528	162717	939.796
202407	41465	용인시 수지구	9905	수지구청_1	54.0	8.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	300733	186151	1148.266
202409	41465	용인시 수지구	9905	수지구청_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0
202208	41465	용인시 수지구	9906	수지구청_2	143.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89369	37718	295.334
202210	41465	용인시 수지구	9906	수지구청_2	143.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93887	43442	215.57
202210	41465	용인시 수지구	9906	수지구청_2	143.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93887	43442	215.57
202211	41465	용인시 수지구	9906	수지구청_2	143.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133113	69689	192.299
202212	41465	용인시 수지구	9906	수지구청_2	143.0	11.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157839	106404	212.667
202301	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183529	121810	284.235
202301	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198109	132374	296.454
202303	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119289	60384	186.317
202303	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149917	96413	213.555
202303	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143475	82998	198.576
202306	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123443	63589	220.573
202307	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121752	60043	264.555
202308	41465	용인시 수지구	9906	수지구청_2	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73941	8239	384.387
202309	41465	용인시 수지구	9906	수지구청_2	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163556	7857	327.26
202311	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148060	81338	203.439
202312	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169327	103490	246.316
202401	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241533	161256	292.606
202402	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199715	127730	304.07
202403	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194855	113458	238.581
202404	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141923	68635	225.2
202408	41465	용인시 수지구	9906	수지구청_2	144.0	12.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121887	50793	339.615
202410	41465	용인시 수지구	9906	수지구청_2	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29831	9202	293.734
202207	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	50.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	373270	326053	2178.116
202208	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	50.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	409580	344526	2455.19
202210	41465	용인시 수지구	9907	수지구청_3	105.0	13.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	363242	317621	1665.972
202301	41465	용인시 수지구	9907	수지구청_3	105.0	13.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	595295	534361	2199.434
202303	41465	용인시 수지구	9907	수지구청_3	105.0	13.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	542715	481919	1683.095
202303	41465	용인시 수지구	9907	수지구청_3	105.0	13.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	524085	454506	1529.233
202303	41465	용인시 수지구	9907	수지구청_3	105.0	13.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	387757	327198	1473.488
202307	41465	용인시 수지구	9907	수지구청_3	105.0	13.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	356030	295428	2082.549
202308	41465	용인시 수지구	9907	수지구청_3	9.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94415	23067	303.622
202309	41465	용인시 수지구	9907	수지구청_3	9.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78967	17492	250.545
202310	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	380352	313097	1761.186
202311	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	491884	422418	1570.11
202312	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	470682	407530	1826.482
202401	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	629187	542094	2151.714
202402	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	683022	607441	2204.032
202403	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	756187	664261	1772.122
202404	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	561731	501517	1651.234
202405	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	561427	492178	1539.702
202406	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	478552	423195	1736.075
202407	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	446782	389764	2158.568
202408	41465	용인시 수지구	9907	수지구청_3	105.0	14.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	494555	436693	2613.389
202409	41465	용인시 수지구	9907	수지구청_3	9.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113270	20404	293.304
202410	41465	용인시 수지구	9907	수지구청_3	9.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87233	16691	218.897
202207	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	301494	291137	3398.123
202208	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	276177	271422	3380.664
202210	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	343513	320513	2511.395
202210	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	343513	320513	2511.395
202211	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	327214	285596	2290.724
202212	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	366222	307528	3082.875
202301	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	352483	289925	2291.189
202303	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	293945	259921	2137.765
202303	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	331777	312578	2620.113
202306	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	274707	273411	2883.421
202307	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	247270	247187	3531.984
202309	41465	용인시 수지구	9901	죽전역	116.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	23876	20161	29.866
202310	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	288718	280740	2472.867
202311	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	308249	286677	2378.843
202312	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	330682	267455	2698.123
202402	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	358083	305048	2276.417
202403	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	401134	355032	2322.26
202404	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	310687	286345	2193.115
202405	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	284981	272346	2538.795
202406	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	265400	261372	2923.007
202407	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	238797	238631	3324.1
202408	41465	용인시 수지구	9901	죽전역	6.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	274828	274674	3710.487
202409	41465	용인시 수지구	9901	죽전역	96.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4898	3737	32.682
202410	41465	용인시 수지구	9901	죽전역	96.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4637	4130	20.199
202207	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335599	333512	1408.154
202208	41480	파주시	10061	금릉역	25.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	317563	315528	1550.093
202210	41480	파주시	10061	금릉역	25.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363943	361227	1013.29
202210	41480	파주시	10061	금릉역	25.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363943	361227	1013.29
202211	41480	파주시	10061	금릉역	25.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	443140	439718	990.373
202212	41480	파주시	10061	금릉역	25.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	639971	634431	1326.479
202301	41480	파주시	10061	금릉역	25.0	14.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	593976	589839	1702.003
202301	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536350	532391	1524.956
202303	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369035	365612	1013.537
202303	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363759	359879	973.417
202303	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465298	461168	1152.338
202306	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320247	317764	1150.15
202307	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304194	301169	1373.892
202310	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	367381	364625	1000.933
202311	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	498405	495219	1032.033
202401	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627168	623210	1624.614
202402	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	521709	518675	1461.578
202404	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392661	389501	1021.138
202405	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378491	375233	976.216
202406	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	296030	293451	1154.794
202407	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369993	367600	1396.962
202408	41480	파주시	10061	금릉역	25.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321668	319125	1691.102
202409	41480	파주시	10061	금릉역	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0
202410	41480	파주시	10061	금릉역	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0
202207	41480	파주시	10062	금촌역_1	95.0	14.0	56.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	343070	341671	736.763
202208	41480	파주시	10062	금촌역_1	95.0	14.0	56.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	322814	321750	787.685
202210	41480	파주시	10062	금촌역_1	95.0	14.0	56.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	394838	390697	511.902
202211	41480	파주시	10062	금촌역_1	95.0	14.0	56.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	600992	593850	559.718
202212	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	748649	733249	728.147
202301	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	651890	643601	780.494
202301	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	785304	771876	829.929
202303	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	440256	438603	527.349
202303	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	602295	597761	559.312
202303	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	367627	366582	511.162
202307	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	297055	295547	748.094
202308	41480	파주시	10062	금촌역_1	26.0	3.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	43272	308	350.478
202309	41480	파주시	10062	금촌역_1	26.0	3.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	49644	436	320.3
202310	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	376697	376697	568.951
202311	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	486650	486650	601.895
202312	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	624092	624092	711.895
202401	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	690751	690751	809.547
202402	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	595755	595755	749.045
202403	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	581999	581999	610.053
202406	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	299777	299777	689.719
202407	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	362317	362317	805.905
202408	41480	파주시	10062	금촌역_1	95.0	14.0	57.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	281806	281806	996.961
202409	41480	파주시	10062	금촌역_1	26.0	2.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	42178	437	338.816
202410	41480	파주시	10062	금촌역_1	26.0	2.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	85335	1135	259.588
202207	41480	파주시	10063	금촌역_2	731.0	206.0	173.0	1.0	4.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	422184	256900	2639.884
202208	41480	파주시	10063	금촌역_2	729.0	205.0	173.0	1.0	4.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	422935	268353	2815.367
202210	41480	파주시	10063	금촌역_2	729.0	205.0	174.0	1.0	4.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	959779	533936	2037.022
202210	41480	파주시	10063	금촌역_2	729.0	205.0	174.0	1.0	4.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	959779	533936	2037.022
202212	41480	파주시	10063	금촌역_2	722.0	207.0	172.0	1.0	4.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	2691616	1285475	3063.49
202301	41480	파주시	10063	금촌역_2	689.0	203.0	171.0	1.0	4.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	2650381	1230494	3532.694
202301	41480	파주시	10063	금촌역_2	626.0	199.0	169.0	1.0	2.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	2016391	955586	3229.26
202303	41480	파주시	10063	금촌역_2	627.0	201.0	168.0	1.0	2.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	1352305	669757	2389.482
202303	41480	파주시	10063	금촌역_2	627.0	201.0	168.0	1.0	2.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	944982	466234	2141.556
202303	41480	파주시	10063	금촌역_2	627.0	201.0	168.0	1.0	2.0	1.0	3.0	2.0	0.0	0.0	25.0	6.0	677783	341550	1996.687
202308	41480	파주시	10063	금촌역_2	511.0	102.0	161.0	2.0	1.0	0.0	2.0	3.0	0.0	0.0	8.0	2.0	389348	227556	2190.187
202309	41480	파주시	10063	금촌역_2	511.0	102.0	161.0	2.0	1.0	0.0	2.0	3.0	0.0	0.0	8.0	2.0	450041	267566	1846.399
202310	41480	파주시	10063	금촌역_2	629.0	201.0	168.0	1.0	2.0	4.0	3.0	2.0	0.0	0.0	25.0	6.0	784413	446301	1988.353
202311	41480	파주시	10063	금촌역_2	629.0	200.0	169.0	1.0	2.0	4.0	3.0	2.0	0.0	0.0	25.0	6.0	1681356	859551	2297.551
202401	41480	파주시	10063	금촌역_2	628.0	199.0	169.0	1.0	2.0	4.0	3.0	2.0	0.0	0.0	25.0	6.0	2446040	1132038	3309.382
202402	41480	파주시	10063	금촌역_2	628.0	199.0	171.0	1.0	2.0	4.0	3.0	2.0	0.0	0.0	25.0	6.0	1981134	894804	3020.454
202406	41480	파주시	10063	금촌역_2	627.0	196.0	174.0	1.0	2.0	4.0	3.0	2.0	0.0	0.0	25.0	6.0	518554	294903	2375.198
202407	41480	파주시	10063	금촌역_2	626.0	196.0	174.0	1.0	2.0	4.0	3.0	2.0	0.0	0.0	25.0	6.0	498776	311247	2730.868
202409	41480	파주시	10063	금촌역_2	483.0	95.0	152.0	2.0	1.0	0.0	2.0	3.0	0.0	0.0	6.0	2.0	353439	217368	1888.379
202410	41480	파주시	10063	금촌역_2	483.0	95.0	152.0	2.0	1.0	0.0	2.0	3.0	0.0	0.0	6.0	2.0	578082	335327	1334.584
202207	41480	파주시	10064	문산시외버스터미널	333.0	109.0	49.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	237725	213806	1107.173
202208	41480	파주시	10064	문산시외버스터미널	333.0	109.0	49.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	232551	207286	1232.169
202210	41480	파주시	10064	문산시외버스터미널	328.0	106.0	50.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	410432	379984	918.345
202211	41480	파주시	10064	문산시외버스터미널	327.0	105.0	51.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	562028	523984	963.669
202301	41480	파주시	10064	문산시외버스터미널	327.0	105.0	51.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	981175	936841	1430.538
202301	41480	파주시	10064	문산시외버스터미널	327.0	105.0	51.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	1031049	982766	1532.21
202303	41480	파주시	10064	문산시외버스터미널	323.0	103.0	52.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	328732	300071	873.086
202303	41480	파주시	10064	문산시외버스터미널	323.0	103.0	51.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	463947	428411	973.239
202306	41480	파주시	10064	문산시외버스터미널	326.0	104.0	52.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	254816	230163	959.596
202307	41480	파주시	10064	문산시외버스터미널	326.0	104.0	52.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	5.0	4.0	221754	197554	1130.797
202308	41480	파주시	10064	문산시외버스터미널	55.0	17.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	264081	21955	528.965
202309	41480	파주시	10064	문산시외버스터미널	55.0	17.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	334816	22419	484.044
202310	41480	파주시	10064	문산시외버스터미널	327.0	104.0	53.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	5.0	4.0	325357	324317	864.725
